battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,touch_screen,wifi,network_2G,network_3G,network_4G,network_5G,price_range,price
746,1,0.7,1,19,0,64,0.3,141,6,5,1023,1520,3169,6,8,19,0,0,0,1,0,0,0,2664
1599,0,1.6,0,17,1,2,0.2,212,4,7,1156,1565,3418,18,12,17,0,1,0,0,0,1,3,69714
653,0,0.6,0,20,0,53,0.8,216,4,19,575,1558,2772,18,15,15,0,0,1,0,0,0,0,7208
1958,0,1.7,1,3,1,44,0.9,107,4,17,198,1511,2142,8,2,17,1,1,1,0,0,0,0,7127
1496,0,2.2,0,12,0,27,0.2,117,2,17,1279,1052,3761,5,4,18,0,1,1,0,0,0,0,7850
1609,0,0.8,1,0,1,59,0.9,122,1,16,1365,623,3576,19,16,12,1,1,1,0,0,0,0,7997
1196,0,1.2,1,2,0,13,0.7,196,8,20,1690,556,2947,20,0,14,0,1,0,0,0,1,3,66086
1808,1,1.5,0,15,0,15,0.6,228,3,15,1998,1305,2984,9,20,12,1,1,0,0,1,0,1,19419
1743,1,2.8,1,3,1,26,0.8,125,1,12,1254,1979,1210,12,8,5,1,0,1,0,0,0,0,8969
1592,1,3.0,0,15,1,9,0.5,245,1,3,300,734,1851,5,16,15,1,0,0,0,0,1,2,23972
1570,0,0.6,1,18,1,44,0.3,128,1,3,1016,1107,3152,11,12,6,0,1,1,0,0,0,0,3052
1508,1,2.4,0,0,0,5,0.4,118,4,20,1570,891,2544,11,14,5,0,0,0,1,0,0,0,5116
593,1,1.4,1,4,1,29,0.6,150,6,13,25,1469,3005,11,20,2,0,1,1,0,0,0,0,6772
1457,1,1.5,0,18,1,8,0.6,206,6,4,1558,1866,3823,19,7,15,1,1,0,0,0,1,2,25162
1511,1,2.4,1,10,0,11,0.8,237,4,15,1676,1699,595,5,7,8,1,1,0,1,0,0,0,7436
952,1,2.8,1,12,1,52,0.8,228,3,13,1497,551,3096,16,1,11,0,1,0,1,0,0,0,5449
1727,0,2.9,1,19,1,58,0.6,80,3,13,1410,988,999,15,9,3,1,1,1,0,0,0,0,5888
1411,0,1.9,0,4,1,59,0.8,239,3,13,1308,504,1750,7,4,11,1,1,1,0,0,0,0,7860
717,1,1.4,0,20,0,37,0.3,215,8,13,449,1131,2766,15,15,4,0,1,0,1,0,0,0,6152
973,1,2.5,1,3,0,3,0.1,148,6,18,319,1732,3104,6,18,9,1,0,0,0,1,0,1,11923
931,1,1.1,0,3,0,27,0.9,109,8,2,155,716,3602,19,0,11,0,0,0,0,0,1,3,138992
840,0,1.9,1,3,1,54,0.2,194,6,16,470,1035,2104,19,12,9,0,1,0,0,0,1,2,32066
1050,0,1.4,0,3,0,51,0.3,87,1,13,419,1865,270,9,3,15,1,0,0,0,0,1,3,134396
1812,1,2.1,1,19,1,15,0.7,192,4,9,1136,1924,3368,6,6,19,0,1,0,0,0,1,3,116420
1777,0,1.1,0,20,1,59,0.5,98,2,12,1925,1985,2244,17,0,10,1,0,0,0,0,1,3,120728
856,0,1.0,1,17,1,17,0.9,138,1,3,650,1237,463,20,1,10,0,0,0,1,0,0,0,8151
522,1,2.8,1,17,0,55,0.4,237,5,10,1445,1229,1339,18,15,5,0,1,0,0,0,1,2,41088
1021,0,0.8,1,15,0,44,0.1,158,8,14,885,1734,2668,9,13,4,0,1,0,0,1,0,1,11869
1623,0,1.8,1,8,1,43,0.4,115,6,14,929,1549,3567,9,4,15,0,0,0,0,1,0,1,11376
1301,1,1.1,0,17,1,18,0.6,134,1,1,1744,1775,2911,20,13,15,0,1,1,0,0,0,0,4882
1703,0,0.6,1,1,0,47,0.4,123,4,10,834,502,2463,8,16,17,0,0,1,0,0,0,0,5384
1746,0,0.6,0,20,0,23,0.6,234,5,1,875,1525,652,15,11,6,0,1,1,0,0,0,0,5983
1261,1,0.9,0,3,0,5,0.9,156,7,4,941,1525,2213,11,19,16,1,0,1,0,0,0,0,4850
941,0,2.7,1,11,1,20,0.9,157,8,12,993,649,1049,14,11,10,0,0,0,1,0,0,0,4205
1268,0,1.2,0,6,0,3,0.3,180,1,0,1621,503,2803,10,2,8,0,0,0,0,1,0,1,19289
1515,1,2.9,0,14,0,40,0.5,109,4,6,1308,967,464,20,20,14,1,1,0,1,0,0,0,6753
1848,1,2.0,0,6,0,10,0.6,118,4,6,571,569,1412,6,20,9,1,0,0,0,1,0,1,19579
1015,1,1.6,1,20,1,61,1.0,92,6,9,53,700,3708,19,1,13,0,1,0,1,0,0,0,7334
1539,0,2.0,0,16,0,20,1.0,201,2,5,604,807,688,8,20,5,1,1,0,0,1,0,1,10492
1291,1,1.8,0,15,1,17,0.3,223,1,19,324,1775,2912,17,20,17,0,1,1,0,0,0,0,8877
835,0,2.4,1,18,1,55,0.8,191,4,11,969,1810,2010,20,14,7,0,1,0,0,1,0,1,14620
757,1,1.2,1,8,1,26,0.4,234,8,12,1481,1421,2692,18,10,6,1,1,1,0,0,0,0,7169
996,0,1.4,0,13,0,49,0.1,124,3,10,884,791,3300,15,9,2,1,0,0,0,1,0,1,19425
1395,1,2.7,1,16,0,19,0.1,198,4,17,264,1677,838,11,17,15,0,1,0,1,0,0,0,3213
659,1,2.9,0,4,0,24,0.5,114,2,1,381,1423,687,13,20,10,1,1,0,0,0,1,3,114602
1998,1,2.7,0,1,1,54,0.5,235,4,15,1236,1656,1553,13,1,19,0,0,0,0,1,0,0,7995
1351,1,1.5,0,19,0,22,0.1,86,6,1,332,1382,606,16,6,7,0,0,0,1,0,0,0,4601
1189,0,2.5,1,15,1,12,0.7,189,7,18,1033,1085,389,7,6,16,1,1,0,0,0,1,2,59539
879,1,1.7,0,13,0,40,0.4,193,1,5,1381,1797,3393,5,6,17,0,1,0,1,0,0,0,6774
1456,1,1.7,1,13,0,42,0.6,130,6,0,202,1008,894,13,13,9,1,1,0,0,0,1,2,57277
1190,0,1.0,1,0,0,5,0.4,125,1,10,1731,1876,1484,20,1,20,1,0,1,0,0,0,0,4858
1950,1,2.0,0,2,0,26,0.3,99,5,17,57,504,3625,12,1,6,1,1,0,0,1,0,1,12659
1791,0,1.0,1,6,1,64,0.5,175,1,9,1517,792,372,11,14,15,0,1,0,1,0,0,0,4081
1940,1,1.3,1,14,1,33,0.3,117,5,17,1533,859,1546,10,10,8,0,0,0,0,1,0,0,6449
1691,1,2.6,1,18,1,31,0.6,183,6,0,1791,713,2073,18,9,5,0,0,1,0,0,0,0,7579
1566,1,1.0,1,19,1,46,0.3,111,3,18,1246,1929,2452,19,2,2,1,0,1,0,0,0,0,2430
784,0,0.7,1,1,0,60,0.6,233,8,15,1392,1959,3521,14,16,5,0,1,0,0,1,0,1,9962
896,1,0.7,0,18,1,27,0.2,137,2,6,1715,1538,1959,11,8,15,1,1,0,1,0,0,0,6783
511,1,2.9,1,8,1,58,0.7,246,3,14,1441,1796,2103,15,14,17,1,1,0,1,0,0,0,2923
1825,1,1.8,0,18,1,62,0.8,227,8,0,1897,1062,2482,13,13,8,0,0,0,1,0,0,0,5636
1776,0,1.5,0,4,0,37,0.2,161,5,20,546,1264,2451,10,18,11,1,0,0,0,1,0,1,13009
998,0,2.5,0,17,1,52,0.5,129,4,8,870,544,720,19,16,11,0,1,0,1,0,0,0,5176
1253,1,2.6,0,15,1,35,0.2,131,4,1,102,1202,1231,18,19,5,1,0,0,1,0,0,0,7433
534,0,1.3,0,3,0,10,0.6,165,3,16,1184,1133,2872,18,16,13,0,0,0,0,0,1,2,57672
1226,1,2.2,0,11,0,13,0.3,194,4,9,1223,1935,2281,20,15,7,1,0,0,1,0,0,0,5430
1348,1,2.4,1,6,1,3,0.6,229,5,5,1183,1710,1284,14,19,14,1,0,1,0,0,0,0,4475
589,1,2.1,1,13,1,39,0.6,132,6,4,1718,1160,781,7,7,2,0,1,0,1,0,0,0,3625
1275,1,0.9,1,11,0,6,0.9,145,2,7,864,1693,2583,17,6,9,0,1,0,0,1,0,0,2876
1104,1,2.7,0,2,1,63,0.6,196,7,7,1159,1220,2802,18,11,17,0,0,0,0,1,0,1,14947
1469,1,1.8,1,4,0,6,0.6,122,1,4,1965,1093,1091,7,0,6,0,0,0,1,0,0,0,8734
1521,1,1.2,1,16,1,53,0.5,161,5,11,397,1924,2739,8,11,8,0,0,0,0,1,0,0,3288
917,0,1.6,1,9,1,23,1.0,230,8,6,1761,745,3119,14,5,4,1,0,0,0,1,0,1,16364
614,0,0.6,0,9,1,6,0.8,143,7,12,391,1356,1495,17,15,3,1,0,0,1,0,0,0,8938
1116,0,0.8,1,10,1,60,0.4,216,5,12,1778,1051,2990,18,17,3,0,1,0,0,0,1,3,106861
1719,0,2.4,0,16,1,5,0.9,192,1,16,105,542,3131,19,18,11,0,0,0,0,0,1,3,141250
1325,0,0.5,1,4,0,62,0.5,214,1,3,1606,1340,3272,18,2,10,1,1,0,0,0,1,2,54820
1598,0,1.5,0,12,0,10,0.8,248,2,17,1612,678,1794,14,2,19,1,1,0,0,0,1,2,52339
912,0,1.8,0,9,1,30,0.8,133,2,9,1077,1980,2166,12,4,7,0,0,1,0,0,0,0,2075
1899,1,0.6,0,8,1,23,0.3,144,2,2,1300,1034,3464,14,2,7,0,1,0,1,0,0,0,3186
1943,1,2.9,1,16,1,28,0.7,81,4,11,110,1106,2915,13,18,11,0,0,0,0,1,0,0,7519
1228,1,1.1,1,0,0,11,0.4,211,8,0,223,1171,2898,18,4,10,1,0,0,0,1,0,1,10831
1800,1,1.3,0,3,0,17,0.4,157,8,10,74,1767,1559,12,13,10,1,0,0,1,0,0,0,6911
1520,0,1.3,1,3,0,43,0.4,111,5,17,505,1426,387,15,20,4,1,1,0,0,1,0,0,8357
1260,0,1.1,0,17,0,62,0.8,179,6,12,1037,516,648,14,15,13,1,1,1,0,0,0,0,3975
1175,1,0.5,0,8,0,43,0.3,209,1,16,1994,1635,736,6,0,12,0,1,0,0,0,1,2,56684
1917,1,2.3,1,17,0,62,0.1,183,5,7,769,1325,3840,8,16,15,0,0,0,1,0,0,0,4743
956,0,2.9,1,13,0,52,0.7,221,7,19,481,1046,2931,8,10,20,0,1,0,0,1,0,0,5017
1419,1,1.1,1,14,0,11,0.3,227,5,18,1212,1553,2290,16,8,11,1,1,1,0,0,0,0,3591
691,1,2.2,0,5,1,7,0.2,168,8,16,363,1715,2722,6,20,20,1,1,0,0,1,0,1,15858
1238,1,2.4,0,9,0,63,0.3,128,2,1,238,936,1481,17,3,6,0,0,1,0,0,0,0,2223
1622,1,2.6,1,14,0,50,0.4,215,2,2,1424,678,2955,12,1,10,0,1,0,0,1,0,0,3870
1477,0,1.6,0,3,0,6,0.5,228,5,2,845,1115,2961,7,8,2,1,0,0,0,0,1,2,53132
1508,1,1.3,1,17,0,59,0.1,166,8,5,984,1176,717,6,4,16,0,1,0,1,0,0,0,6692
595,1,1.3,0,17,1,7,1.0,239,8,9,1327,1997,2057,11,3,5,0,1,0,0,0,1,2,49396
1162,0,2.3,1,16,0,64,0.7,87,8,17,1114,1133,3529,19,4,8,1,1,0,0,0,1,3,93234
1713,0,2.5,1,11,1,60,0.4,180,2,17,391,1657,407,5,17,7,0,0,0,0,1,0,0,5319
536,1,1.0,0,6,1,57,0.4,95,8,13,1207,1301,2525,19,12,16,1,0,0,0,0,1,3,62051
1892,0,1.4,1,15,1,60,0.5,119,4,15,1040,811,334,20,4,7,0,1,0,1,0,0,0,5238
778,1,2.8,1,10,0,64,0.7,185,1,6,964,524,1479,20,18,8,0,1,1,0,0,0,0,3189
716,1,2.5,0,13,0,48,0.2,106,7,0,11,870,2041,10,2,4,0,0,1,0,0,0,0,7957
1366,0,3.0,1,2,0,26,0.3,183,8,16,1189,1024,2402,17,17,14,1,0,0,0,1,0,1,16510
1372,1,2.4,0,18,1,60,0.9,184,5,4,145,1842,2280,17,5,3,1,1,0,1,0,0,0,2789
1796,1,1.5,1,17,1,52,0.3,225,1,0,1305,729,3215,7,5,4,1,1,0,1,0,0,0,7319
561,1,2.0,0,9,1,51,0.4,114,4,20,1572,1625,2516,17,4,14,1,0,1,0,0,0,0,4735
1095,1,2.2,1,5,1,62,0.9,192,7,16,1605,1973,3470,7,0,10,0,1,1,0,0,0,0,7566
1228,0,0.7,1,12,0,5,0.7,131,2,9,168,877,3005,19,7,20,1,0,0,0,0,1,3,63961
1865,0,1.9,1,9,0,41,0.4,222,3,11,846,1387,3716,9,0,19,0,1,0,0,1,0,1,10220
896,1,2.3,1,17,0,60,0.7,132,4,19,169,1726,2092,18,20,6,0,1,1,0,0,0,0,6103
1198,0,0.9,0,19,1,49,0.1,170,3,1,764,1790,1653,7,5,11,0,1,1,0,0,0,0,4332
1542,1,2.5,0,15,1,33,0.8,160,1,15,1369,961,1331,16,19,15,0,1,0,1,0,0,0,4165
676,1,2.0,0,5,0,57,0.5,183,5,14,498,864,3270,8,13,18,0,0,0,1,0,0,0,5408
895,1,2.9,0,12,0,52,0.8,145,7,12,1483,603,1903,17,10,4,0,1,0,1,0,0,0,3896
944,1,0.6,0,3,1,53,1.0,192,2,17,1320,1634,2438,17,1,8,0,1,1,0,0,0,0,8257
1756,1,1.2,0,13,0,36,0.9,110,7,19,1966,927,666,19,20,10,1,1,0,0,1,0,0,3089
575,0,2.0,0,0,0,11,0.9,140,4,13,1165,968,2264,7,3,6,0,1,0,0,0,1,3,124045
764,1,1.2,1,19,1,35,0.6,180,2,17,896,1514,1749,20,12,5,1,1,0,0,1,0,1,17036
954,0,2.3,1,4,1,37,0.4,184,3,1,1808,1369,1391,11,6,4,0,1,1,0,0,0,0,4688
1217,0,2.4,1,7,1,7,0.5,177,3,1,1760,1269,1804,20,5,14,1,0,0,0,0,1,3,105760
1234,1,0.8,1,11,0,44,0.7,113,6,2,1718,1179,1040,7,2,10,0,1,0,0,1,0,1,12960
1907,1,1.8,0,1,1,47,0.9,138,7,4,1756,1304,1323,18,8,8,1,0,1,0,0,0,0,2796
1350,1,1.8,0,11,0,17,0.3,82,8,15,1076,1385,1676,14,13,9,0,0,0,0,1,0,1,19426
1890,1,1.4,0,4,0,60,0.9,96,5,14,117,1060,2265,8,19,11,1,0,1,0,0,0,0,5640
643,1,2.8,1,4,1,54,0.8,157,8,11,364,1773,1864,6,10,2,1,0,0,1,0,0,0,3424
1384,0,2.6,0,12,0,20,1.0,125,3,8,1694,830,2564,6,4,2,1,1,0,0,1,0,1,10404
1592,1,2.2,1,8,1,35,0.9,245,5,13,1981,1086,998,13,13,20,0,1,0,1,0,0,0,4151
1622,1,2.3,0,9,1,26,0.4,114,6,20,135,700,2848,15,18,3,0,1,0,1,0,0,0,4208
895,0,1.7,0,0,0,32,0.2,208,4,15,1437,953,2691,5,7,13,1,0,0,0,0,1,2,48152
1548,0,2.8,0,2,0,50,0.2,191,6,10,1100,1325,3803,20,6,14,1,1,0,0,0,1,3,95621
1447,1,2.2,0,17,1,42,0.4,236,5,5,1871,610,3737,5,6,15,0,0,0,0,1,0,1,18896
1390,0,2.3,1,11,1,18,0.7,211,3,9,1985,1363,3907,20,2,6,0,0,1,0,0,0,0,4536
1992,1,2.7,1,2,1,48,0.8,140,1,7,556,1407,2319,14,2,4,0,1,0,0,0,1,3,99535
1674,0,1.2,0,8,1,31,0.9,176,5,15,17,1732,2276,5,17,18,0,0,0,0,0,1,3,75994
1667,0,2.5,1,1,1,40,0.7,224,2,2,1890,532,917,18,12,2,0,0,0,1,0,0,0,7030
1068,1,1.0,0,2,1,55,0.1,235,8,1,1964,1054,2083,7,0,15,1,0,0,1,0,0,0,5120
1562,0,1.4,0,13,0,56,0.3,169,1,15,402,606,2405,6,4,7,1,0,1,0,0,0,0,3316
608,0,1.3,0,3,0,32,0.2,215,7,18,204,1788,3513,7,3,18,1,1,0,0,0,1,3,86822
1565,0,2.9,0,18,0,20,0.4,241,5,8,498,725,1206,18,15,5,1,0,0,0,0,1,2,53604
1709,0,2.6,1,12,0,63,0.6,138,2,15,323,986,3234,9,14,7,0,0,1,0,0,0,0,7487
1434,0,2.3,0,6,1,36,0.1,97,8,3,594,678,280,13,17,2,0,0,0,0,0,1,3,111698
897,0,2.3,0,11,0,30,0.4,174,7,9,561,1745,3399,6,16,10,1,1,0,0,1,0,1,19913
1746,1,1.9,1,2,0,60,0.3,234,6,18,1304,1893,1872,20,13,5,0,1,0,0,1,0,0,3274
1133,1,2.9,0,8,1,2,0.7,95,1,12,1189,1136,3900,16,13,10,0,0,1,0,0,0,0,6654
1656,0,1.7,1,1,0,5,0.5,89,5,17,1266,1287,273,15,18,10,1,1,0,1,0,0,0,7829
1686,1,1.5,0,8,1,29,0.5,183,4,14,1912,666,825,19,5,14,1,1,1,0,0,0,0,2493
1738,1,0.9,0,11,1,19,0.5,155,6,3,478,1162,1272,18,12,18,0,1,0,0,1,0,1,12583
1232,1,2.5,0,11,1,27,1.0,229,2,8,163,799,1611,5,17,4,1,1,0,0,0,1,3,138998
734,0,2.3,0,14,1,41,0.3,95,4,3,323,1904,1848,15,14,7,0,0,0,0,0,1,2,45794
1157,1,1.5,0,1,1,20,0.6,91,3,15,1591,534,3424,10,6,16,1,0,0,1,0,0,0,3899
1250,0,0.6,0,17,0,56,0.8,154,6,20,550,906,1086,7,18,15,0,1,0,1,0,0,0,6835
1087,1,2.6,1,12,0,56,0.6,208,8,14,830,813,1291,17,16,14,1,1,0,0,1,0,1,18642
1532,0,0.5,0,13,0,61,0.9,106,6,1,639,1315,3338,11,8,10,0,1,0,1,0,0,0,2957
1597,0,2.3,1,4,1,58,0.4,91,8,13,1926,1242,2188,10,10,16,0,1,1,0,0,0,0,5964
1453,1,2.9,1,9,0,7,0.5,109,5,2,633,1226,2466,15,4,15,0,1,0,0,1,0,0,4080
991,1,1.6,0,11,0,2,0.2,88,5,3,758,1325,1562,20,1,5,1,1,0,0,0,1,2,47283
1412,0,1.1,1,9,0,9,0.6,132,2,0,1721,1624,2008,11,14,12,0,1,0,0,0,1,2,48281
1776,1,2.3,0,10,0,34,0.4,133,6,8,207,1068,1127,17,11,3,0,0,0,0,0,1,2,24530
1753,1,2.5,1,1,1,52,0.2,244,5,16,314,1738,1090,17,9,17,1,0,0,1,0,0,0,4634
1697,1,1.9,0,4,0,44,0.6,249,3,13,303,1075,3568,9,9,20,1,1,0,0,1,0,0,2633
1691,0,2.9,1,6,1,22,0.6,128,8,16,900,561,1112,5,19,17,0,1,0,1,0,0,0,7768
669,0,0.6,1,5,1,25,0.2,83,7,0,238,868,3372,18,10,8,0,0,1,0,0,0,0,3106
1916,1,1.8,0,2,0,26,0.7,158,7,9,1750,1891,1225,7,9,12,1,0,0,0,1,0,0,2794
1445,1,2.3,1,12,1,48,0.7,170,7,15,803,593,848,7,6,13,1,1,0,1,0,0,0,8660
1294,1,2.7,0,2,1,56,0.3,158,5,18,1247,1992,510,11,13,5,0,0,0,0,0,1,3,73512
1133,0,0.9,0,20,1,58,0.5,238,6,2,1111,1483,2370,19,12,17,0,0,0,0,0,1,2,22897
1717,0,2.5,0,5,1,44,0.7,182,7,11,1560,1549,3221,18,4,17,1,1,1,0,0,0,0,4435
528,1,1.9,0,10,1,20,0.6,190,1,2,1452,1958,2917,17,18,8,0,0,1,0,0,0,0,6872
1688,1,1.5,0,16,1,30,0.5,137,4,14,1243,1644,3277,7,9,14,0,1,1,0,0,0,0,4253
1945,1,0.8,1,9,1,54,0.4,161,6,16,274,549,858,15,7,6,0,0,0,0,0,1,2,34333
838,1,2.7,1,11,0,11,0.6,211,8,17,1670,1382,1321,9,17,2,1,1,0,1,0,0,0,3465
1888,1,0.9,1,16,0,57,0.9,101,3,6,953,1263,2067,8,0,6,1,0,0,0,0,1,3,145749
1865,1,1.3,0,3,1,13,0.7,210,6,18,1768,535,2095,8,4,15,0,0,0,0,0,1,2,29845
999,0,1.2,1,1,1,34,0.2,158,3,6,2000,1933,2065,17,10,12,0,1,0,0,0,1,3,96314
1010,1,2.7,1,10,0,57,0.5,178,6,4,1089,1812,2687,11,19,3,0,0,0,1,0,0,0,8263
1850,0,2.2,1,6,0,8,0.9,117,7,7,1615,1902,3916,5,10,19,1,0,0,0,0,1,2,50491
716,1,2.5,1,1,0,18,0.2,240,4,20,1446,599,1513,11,15,16,0,1,1,0,0,0,0,6290
1824,1,1.1,1,17,0,62,1.0,196,4,15,254,1847,1221,19,9,15,1,0,1,0,0,0,0,8266
1655,0,2.1,0,20,1,62,1.0,105,3,15,124,828,1993,20,14,14,0,0,1,0,0,0,0,7123
1593,0,1.9,0,3,1,59,0.2,215,6,18,1169,1205,740,12,6,3,1,1,1,0,0,0,0,7408
1775,0,2.6,1,7,0,61,0.9,129,4,14,614,720,294,7,14,20,0,1,0,0,0,1,2,32749
1938,0,2.8,0,19,0,11,0.4,117,2,6,384,1066,266,19,15,9,1,1,0,0,0,1,3,76144
944,1,0.5,0,13,0,32,0.9,217,6,4,446,1495,879,7,5,18,1,1,0,0,0,1,3,74932
1375,0,2.2,1,11,0,61,0.5,121,4,10,386,1521,664,8,10,16,0,1,1,0,0,0,0,5063
1705,1,0.6,1,20,1,7,0.5,116,1,9,382,609,2411,19,16,15,1,1,0,1,0,0,0,6505
666,0,1.9,0,17,0,18,0.7,233,1,20,1300,648,2283,17,14,4,0,1,0,0,1,0,1,15944
590,1,1.2,1,10,0,51,0.8,219,2,8,1405,905,1373,10,15,18,1,1,0,0,1,0,0,5294
1213,1,1.3,0,7,0,38,0.1,128,4,0,123,1198,2387,18,1,4,0,0,0,0,1,0,0,3401
538,1,1.4,0,1,1,19,0.6,221,1,19,1949,1516,2361,11,3,14,1,0,0,1,0,0,0,8254
1649,1,2.1,1,14,1,63,0.3,125,7,0,1290,1933,3620,5,18,19,1,1,0,0,0,1,2,24411
1974,1,1.3,0,8,1,27,0.4,242,6,7,1813,1652,3343,19,5,2,0,0,0,0,1,0,1,15805
672,1,2.3,0,18,0,50,0.4,108,5,2,1134,607,3294,17,17,8,1,1,0,0,1,0,1,13592
1152,0,1.5,0,19,0,55,0.5,91,4,1,1404,888,3804,8,20,6,0,0,0,0,0,1,3,113341
1253,1,0.7,1,7,0,17,0.4,195,8,3,1848,924,3141,16,10,3,0,0,0,0,1,0,1,17197
1743,0,2.5,1,18,1,9,0.2,161,2,18,1624,946,860,11,8,18,0,1,0,0,0,1,2,55171
1581,0,1.2,1,4,1,25,0.2,123,4,10,1922,1417,1224,20,2,11,1,0,0,0,1,0,1,14483
975,1,1.6,1,10,0,14,0.1,81,3,4,1181,1591,420,15,1,5,1,0,0,0,0,1,2,26826
955,0,2.2,0,14,0,30,0.5,96,3,9,727,1589,692,6,17,10,1,0,1,0,0,0,0,6273
1328,1,1.3,1,7,1,33,1.0,217,1,7,895,1155,3030,5,14,12,0,1,0,1,0,0,0,2079
1394,0,0.6,1,18,0,25,0.2,97,8,12,1836,820,1935,5,17,13,0,0,0,0,1,0,1,15687
1884,1,1.4,1,7,0,17,1.0,101,3,4,1571,1218,2065,14,18,13,1,0,0,0,0,1,3,108504
1524,0,2.9,1,18,0,12,0.8,162,2,11,1622,1227,2706,18,14,19,0,1,1,0,0,0,0,4886
886,1,2.1,0,17,1,33,0.7,137,8,12,1141,1079,1665,18,16,5,1,0,0,0,0,1,3,134331
847,1,2.2,0,9,0,7,0.7,132,1,7,327,946,2233,10,17,10,1,0,0,0,1,0,1,11919
689,1,2.1,0,6,0,60,0.8,80,2,14,1983,709,1417,16,17,9,0,0,0,0,1,0,1,15916
1004,1,1.0,1,8,0,36,0.2,140,6,12,693,1348,3019,9,10,20,0,0,0,0,1,0,0,3934
1714,0,1.5,1,0,0,34,0.6,238,2,0,1091,869,1069,5,17,14,0,1,0,0,1,0,1,19058
1892,1,2.4,0,18,1,19,0.7,110,3,5,1457,1981,3025,14,2,3,0,1,0,0,1,0,0,7613
1932,0,0.8,1,4,1,38,0.6,145,6,10,358,1076,2834,7,12,20,1,1,1,0,0,0,0,6883
1323,0,1.2,1,18,1,14,0.8,226,3,12,1002,1188,2085,19,13,15,0,0,0,0,0,1,2,41771
1428,0,1.2,0,0,0,11,0.2,132,2,20,1694,1289,548,15,3,6,0,1,0,0,0,1,2,31081
1433,1,1.6,0,14,1,38,0.7,174,3,19,796,1491,1754,11,17,11,0,0,0,0,1,0,0,5210
1640,0,3.0,1,15,0,27,0.6,229,8,0,442,662,3326,16,4,18,1,0,0,0,0,1,3,65773
633,0,0.7,1,6,1,47,0.4,102,3,10,163,1476,717,13,13,17,0,1,1,0,0,0,0,3893
557,0,1.8,1,11,0,18,0.4,222,3,10,972,1855,3700,17,11,18,0,1,0,0,1,0,0,5935
1184,1,0.9,0,7,1,2,0.7,233,4,7,360,849,3489,13,6,2,1,1,0,1,0,0,0,4848
1171,1,2.9,0,4,1,64,0.9,210,6,2,584,1169,2945,19,11,16,1,0,1,0,0,0,0,8680
672,0,0.8,0,9,1,26,0.5,166,8,18,1142,1991,2347,10,7,18,1,0,0,0,1,0,1,11740
1314,1,1.5,0,20,0,35,0.8,227,6,11,852,925,1362,7,20,12,0,0,0,0,0,1,2,22966
1672,1,2.3,1,4,0,40,0.5,204,7,5,1010,826,3195,5,20,6,1,0,1,0,0,0,0,3622
579,0,2.3,0,16,0,11,0.2,188,6,7,1218,1629,2939,7,2,5,1,1,0,0,1,0,1,14600
1385,0,1.6,0,4,1,21,0.2,119,7,4,1624,754,2842,14,0,10,0,1,0,0,0,1,3,94577
1736,1,1.4,1,14,0,8,0.1,200,2,9,1880,857,3165,6,2,17,0,0,0,0,0,1,3,122370
702,0,1.5,1,12,0,57,0.4,118,7,15,1611,943,2822,15,10,13,1,0,0,0,1,0,1,13668
1263,1,1.2,1,0,0,17,0.4,199,7,11,1756,612,1690,9,17,19,0,1,1,0,0,0,0,7456
1752,1,1.0,0,10,0,38,0.7,97,5,16,1674,1553,3668,12,6,4,0,1,0,0,1,0,1,16388
1750,1,1.7,1,0,0,30,0.8,248,2,5,1023,1023,966,9,8,16,1,0,0,0,1,0,0,7885
1964,1,1.2,1,10,0,61,0.1,234,6,8,1907,1188,1903,20,3,19,0,1,0,0,1,0,1,12049
1925,1,1.2,0,17,1,13,0.3,222,1,9,1930,1490,344,5,9,13,0,0,0,0,1,0,0,6040
546,1,2.1,0,17,1,18,0.3,116,3,19,240,545,1919,7,17,14,1,0,0,0,1,0,1,16632
1756,0,2.9,1,20,0,49,0.6,84,3,13,1532,1694,3557,16,15,2,1,0,0,0,0,1,2,45150
1828,0,2.0,0,15,1,21,0.2,152,5,13,665,1653,1297,9,11,5,0,0,0,0,1,0,0,4855
1666,1,0.7,1,12,1,27,0.2,214,1,16,564,1256,2976,11,18,9,1,1,1,0,0,0,0,8862
1938,1,0.7,1,6,0,49,0.9,120,4,15,1165,1876,3167,9,2,20,1,1,0,1,0,0,0,7609
1896,1,2.9,0,0,0,20,0.8,89,7,3,831,1726,3193,18,7,6,0,0,0,0,1,0,1,14334
1782,0,1.2,1,15,1,59,0.3,233,8,1,975,1749,3608,14,18,12,0,0,1,0,0,0,0,4588
1155,1,0.7,0,0,0,48,0.5,147,2,15,1929,1603,2189,9,8,18,0,0,0,1,0,0,0,8589
970,0,2.0,0,16,1,13,0.4,103,4,0,30,1833,677,11,18,18,1,0,1,0,0,0,0,5005
1470,1,2.1,0,5,1,22,0.8,157,1,2,222,1558,1131,17,16,3,1,0,0,0,0,1,3,103617
1535,1,2.1,1,1,1,43,0.6,248,5,10,1827,1063,3005,19,12,2,0,1,0,0,0,1,2,48802
1853,0,1.2,0,16,0,62,0.2,224,1,15,265,660,593,12,1,5,0,0,0,1,0,0,0,2166
1235,0,0.5,0,5,1,59,0.8,188,5,17,1305,1339,521,18,3,10,0,1,0,1,0,0,0,2033
